ZJB	3.97	103.4388	Kuantan Port	Kuantan	Malaysia	MY		+0.0		
TMG	5.4027	118.6583	Tomanggong	Tomanggong	Malaysia	MY		+0.0		
BLG	2.65	113.7666	Belaga	Belaga	Malaysia	MY		-8.0	1400	200
MZS	0.0	0.0	Mostyn	Mostyn	Malaysia	MY		+0.0		
MUR	4.1833	114.3166	Marudi	Marudi	Malaysia	MY		-8.0	3000	103
MZV	4.0483	114.805	Mulu, Sarawak	Mulu, Sarawak	Malaysia	MY		+8.0	4921	
KTE	4.4833	103.4333	Kerteh	Kerteh	Malaysia	MY		-8.0	4593	18
LDU	5.05	118.3166	Lahad Datu	Lahad Datu	Malaysia	MY		-8.0	4500	45
SXS	5.0897	119.0916	Sahabat 16	Sahabat 16	Malaysia	MY		-8.0		
KUD	6.9166	116.8333	Kudat	Kudat	Malaysia	MY		-8.0	2411	10
PAY	6.0	117.4	Pamol	Pamol	Malaysia	MY		-8.0	1600	13
GSA	5.3333	117.1666	Long Pasia	Long Pasia	Malaysia	MY		-8.0	1800	3300
SMM	4.45	118.6	Semporna	Semporna	Malaysia	MY		-8.0	2001	60
ZJR	5.4	100.2333	Penang Port	Penang	Malaysia	MY		+0.0		
TOD	2.818	104.16	Tioman	Tioman	Malaysia	MY		+8.0	3255	15
LWY	4.85	115.4	Lawas	Lawas	Malaysia	MY		-8.0	1700	5
IPH	4.568	101.0922	Sultan Azlan Shah Airport	Ipoh	Malaysia	MY		+8.0	5900	130
RDN	4.2166	101.9666	LTS Pulau Redang	Redang	Malaysia	MY		+8.0	940	
TWU	4.3333	117.8333	Tawau	Tawau	Malaysia	MY		+0.0		
LLM	3.7666	114.4	Long Lama	Long Lama	Malaysia	MY		-8.0		
RNU	5.95	116.6666	Ranau	Ranau	Malaysia	MY		-8.0	1800	1800
LGL	3.4166	115.15	Long Lellang	Long Lellang	Malaysia	MY		-8.0	2559	1400
LGK	6.3297	99.7286	Langakawi Intl	Langkawi	Malaysia	MY		+8.0	12500	29
TGG	5.3861	103.1077	Sultan Mahmood	Kuala Terengganu	Malaysia	MY		+8.0	6801	21
KBR	6.1669	102.293	Sultan Ismail Petra	Kota Bharu	Malaysia	MY		+8.0	6982	16
SPT	5.0833	115.55	Sipitang	Sipitang	Malaysia	MY		-8.0	2400	110
BSE	1.8	109.7666	Sematan	Sematan	Malaysia	MY		-8.0	2300	10
SPE	4.7166	116.4666	Sepulot	Sepulot	Malaysia	MY		-8.0	1712	800
PEN	5.3	100.2666	Penang International	Penang	Malaysia	MY		+8.0	11000	11
BKI	5.9372	116.05	Kota-Kinabalu International Airport	Kota-Kinabalu	Malaysia	MY		+8.0	9800	10
BBN	3.7347	115.4783	Bario	Bario	Malaysia	MY		-8.0	2100	3480
KGU	5.3666	116.1666	Keningau	Keningau	Malaysia	MY		-8.0	2860	1050
TEL	5.65	117.1166	Telupid	Telupid	Malaysia	MY		+0.0		
SZB	3.1316	101.5483	Sultan Abdul Aziz Shah	Kuala Lumpur	Malaysia	MY		+8.0	12402	89
MYY	4.4527	114.0	Miri	Miri	Malaysia	MY		-8.0	6500	55
LAC	7.4	113.85	Layang-Layang Airstrip	Pulau Layang-Layang Is	Malaysia	MY		+0.0		
AOR	6.1897	100.398	Alor Setar	Alor Setar	Malaysia	MY		+8.0	9005	15
ZGY	5.9666	100.55	Kuching Port	Kuching	Malaysia	MY		+0.0		
ZWR	5.9833	116.0666	Kota Kinabalu Port	Kota Kinabalu	Malaysia	MY		+0.0		
LBP	3.1833	115.45	Long Banga Airfield	Long Banga	Malaysia	MY		+0.0		
BKM	3.9666	115.6166	Bakalalan	Bakalalan	Malaysia	MY		-8.0	1800	2900
XPQ	3.0	101.4	Ferry	Port Klang	Malaysia	MY		+0.0		
SDK	5.9	118.0666	Sandakan	Sandakan	Malaysia	MY		-8.0	7054	46
ZJT	1.5833	110.4833	Tanjung Pelepas Port	Tanjung Pelepas	Malaysia	MY		+0.0		
KUL	2.7455	101.71	Kuala Lumpur International Airport (klia)	Kuala Lumpur	Malaysia	MY		+8.0	13530	71
MKZ	2.5	101.3333	Batu Berendam	Malacca	Malaysia	MY		+8.0	4500	35
BWH	5.4166	100.4	Butterworth	Butterworth	Malaysia	MY		-8.0	8000	11
OHD	41.18	20.75	Ohrid	Ohrid	Macedonia	MK		+1.0	8366	2313
TIA	41.4147	19.7205	Rinas Mother Teresa	Tirana	Albania	AL		+1.0	8971	126
LOH	3.8833	-79.2333	Camilo Ponce Enríquez Airport	Catamayo, Loja	Ecuador	EC		+5.0	5576	4061
LTX	0.9333	-78.6166	Cotopaxi International	Latacunga	Ecuador	EC		-5.0	3800	2810
TPC	0.1333	-76.4166	Tarapoa	Tarapoa	Ecuador	EC		+0.0	1700	
SUQ	-2.4666	-78.1833	Sucua	Sucua	Ecuador	EC		+5.0	3937	3117
SNC	-2.2166	-80.9666	Salinas	Salinas	Ecuador	EC		+5.0	7996	14
SCY	-0.9102	-89.6175	San Cristobal	Puerto Baquerizo Moreno, San Cristóbal Island, Galápagos Islands	Ecuador	EC		-6.0	6214	62
TUA	-0.8	-77.7166	Tulcan	Tulcan	Ecuador	EC		+0.0		
MCH	-3.2666	-79.9833	Machala	Machala	Ecuador	EC		+5.0	5413	13
CUE	-2.9	-78.9666	Cuenca	Cuenca	Ecuador	EC		+5.0	6230	8302
TSC	0.0	0.0	Taisha	Taisha	Ecuador	EC		+0.0		
MZD	-2.7166	-78.3166	Mendez	Mendez	Ecuador	EC		+5.0		
UIO	0.1333	-78.4833	Mariscal Sucre	Quito	Ecuador	EC		+5.0	10240	9223
ESM	0.95	-79.6	Esmeraldas	Esmeraldas	Ecuador	EC		+5.0	7872	23
TPN	-0.7	-76.35	Tiputini	Tiputini	Ecuador	EC		+0.0		
XMS	-2.2991	-78.1208	Macas	Macas	Ecuador	EC		-5.0	8366	3281
MRR	-4.3833	-79.9333	Macara	Macara	Ecuador	EC		+5.0	3477	1410
GPS	-0.4333	-90.2666	Baltra	Galapagos Is	Ecuador	EC		+6.0	7874	52
BHA	-0.5833	-80.4	Bahia De Caraquez	Bahia De Caraquez	Ecuador	EC		+5.0	4595	10
GYE	-2.1575	-79.8836	Jose Joaquin De Olmedo	Guayaquil	Ecuador	EC		-5.0	8005	15
OCC	-0.4833	-76.9666	Coca	Coca	Ecuador	EC		+5.0	5107	820
MEC	-0.95	-80.6833	Manta	Manta	Ecuador	EC		+5.0	8202	40
ATF	-1.2	-78.5666	Chachoan	Ambato	Ecuador	EC		+5.0	6135	8300
LGQ	0.1	-76.8833	Lago Agrio	Lago Agrio	Ecuador	EC		+5.0	6085	980
JIP	-1.3333	-80.675	Jipijapa	Jipijapa	Ecuador	EC		+5.0	2700	900
BDA	32.3641	-64.6786	L. F. Wade International	St. George	Bermuda	BM		-4.0	9713	18
MYN	15.4833	45.3333	Mareb	Mareb	Yemen	YE		-3.0	6890	3300
HOD	14.7472	42.9827	Hodeidah Arpt	Hodeidah	Yemen	YE		-3.0	9842	49
UKR	13.9333	45.6833	Mukeiras	Mukeiras	Yemen	YE		-3.0	5260	7050
AAY	16.2	52.1833	Al Ghaydah	Al Ghaydah	Yemen	YE		-3.0	8858	98
BYD	14.1333	46.55	Beidah	Beidah	Yemen	YE		-3.0		
MKX	14.5333	49.1333	Mukalla	Mukalla	Yemen	YE		-3.0		
BHN	14.7833	45.7333	Beihan	Beihan	Yemen	YE		-3.0	6233	3799
DMR	14.5333	44.4333	Dhamar	Dhamar	Yemen	YE		-3.0	5800	8110
RIY	14.65	49.3333	Riyan Mukalla	Riyan Mukalla	Yemen	YE		-3.0	9843	54
SCT	12.5	54.0	Socotra	Socotra	Yemen	YE		-3.0	9510	150
ADE	16.0386	49.4844	International	Aden	Yemen	YE		-3.0	10270	12
SYE	16.9666	43.7333	Sadah	Sadah	Yemen	YE		-3.0	9850	5940
RXA	14.45	47.2833	Raudha	Raudha	Yemen	YE		-3.0	3900	2500
KAM	15.3666	42.5833	Kamaran Is	Kamaran Is	Yemen	YE		-3.0	6000	51
AXK	14.5333	46.8166	Ataq	Ataq	Yemen	YE		-3.0	8800	3600
DAH	13.8666	46.1333	Dathina	Dathina	Yemen	YE		-3.0	3800	2500
DHL	13.7375	44.7291	Dhala	Dhala	Yemen	YE		-3.0	4000	4750
BUK	15.8333	43.7666	Albuq	Albuq	Yemen	YE		-3.0		
LDR	13.8833	45.8666	Lodar	Lodar	Yemen	YE		-3.0	4750	3300
EAB	15.3	43.9666	Abbse	Abbse	Yemen	YE		-3.0	6780	370
SAH	15.4763	44.2197	El Rahaba Airport (Sanaa Intenational)	Sanaa	Yemen	YE		+3.0	10669	7216
TAI	13.5666	44.0333	Al Janad	Taiz	Yemen	YE		+0.0		
IHN	15.4333	51.7	Qishn	Qishn	Yemen	YE		-3.0	3450	20
GXF	15.9833	48.8916	Seiyun	Seiyun	Yemen	YE		-3.0	3850	2100
WDA	14.8666	45.55	Wadi Ain	Wadi Ain	Yemen	YE		-3.0	3904	3940
AJO	15.7166	44.25	Aljouf	Aljouf	Yemen	YE		-3.0		
KUI	-36.4666	174.8333	Kawau Island	Kawau Island	New Zealand	NZ		+12.0	2	1
WGN	-35.1666	173.9666	Waitangi	Waitangi	New Zealand	NZ		+12.0		1
TIU	-44.4	171.2166	Timaru	Timaru	New Zealand	NZ		+12.0		
HKK	-42.7166	170.9833	Hokitika Arpt	Hokitika	New Zealand	NZ		+12.0	4311	146
IVC	-46.415	168.32	Invercargill	Invercargill	New Zealand	NZ		+12.0	7250	5
MTA	-37.7333	175.75	Matamata	Matamata	New Zealand	NZ		+12.0	4780	182
NPL	-39.0333	174.1833	New Plymouth	New Plymouth	New Zealand	NZ		+12.0	4300	97
TKZ	-38.2366	175.8919	Tokoroa	Tokoroa	New Zealand	NZ		+12.0	3640	1218
GBZ	-36.1666	175.3333	Great Barrier Island	Great Barrier Island	New Zealand	NZ		+12.0	2200	10
KAT	-35.0666	173.2833	Kaitaia	Kaitaia	New Zealand	NZ		+12.0	5000	270
NSN	-41.3	173.2166	Nelson	Nelson	New Zealand	NZ		+12.0	4000	17
FGL	-43.4	170.0333	Fox Glacier	Fox Glacier	New Zealand	NZ		+12.0	2100	475
OHA	-40.2083	175.3866	Royal Air Force Base	Ohakea	New Zealand	NZ		+12.0	7000	164
GMN	-42.4616	171.19	Greymouth	Greymouth	New Zealand	NZ		+12.0	2800	14
TEU	-45.533	167.65	Manapouri	Te Anau	New Zealand	NZ		+12.0	6778	5888
TRG	-37.6719	176.1961	Tauranga	Tauranga	New Zealand	NZ		+12.0	5988	13
KWU	0.0	0.0	Mansion House	Mansion House	New Zealand	NZ		+0.0		
WIK	-36.8333	175.0833	Surfdale	Surfdale	New Zealand	NZ		+12.0		1
KKO	-35.45	173.8166	Kaikohe	Kaikohe	New Zealand	NZ		+12.0	4980	573
AKL	-37.008	174.7916	Auckland International	Auckland	New Zealand	NZ		+12.0	10800	23
THH	-35.8166	173.65	Taharoa	Taharoa	New Zealand	NZ		+12.0		
ASG	-43.9	171.7833	Ashburton	Ashburton	New Zealand	NZ		+12.0	4600	300
WRE	-35.7666	174.3666	Whangarei	Whangarei	New Zealand	NZ		+12.0	3600	133
WLG	-41.3272	174.8052	Wellington International	Wellington	New Zealand	NZ		+12.0	6350	40
ZQN	-45.0211	168.7391	Queenstown	Queenstown	New Zealand	NZ		+12.0	6204	1171
RAG	-37.8	174.8833	Raglan	Raglan	New Zealand	NZ		+12.0	2100	14
AMZ	-37.0297	174.9733	Ardmore	Ardmore	New Zealand	NZ		+12.0	4800	109
CHT	-43.9166	176.5	Karewa	Chatham Island	New Zealand	NZ		+12.0	4462	43
MON	-43.7833	170.1333	Mount Cook Airport	Mount Cook	New Zealand	NZ		+12.0	5118	2153
WIR	39.0333	177.4166	Wairoa	Wairoa	New Zealand	NZ		+12.0		
DUD	-45.928	170.1983	Dunedin International	Dunedin	New Zealand	NZ		+12.0	6266	4
GIS	-38.6666	177.9833	Gisborne	Gisborne	New Zealand	NZ		+12.0	4300	15
OAM	-44.9666	171.0833	Oamaru	Oamaru	New Zealand	NZ		+12.0	4200	99
PCN	-41.35	174.0333	Koromiko	Picton	New Zealand	NZ		+12.0	1700	100
ROT	-38.15	176.2666	Rotorua	Rotorua	New Zealand	NZ		+12.0	4500	936
WKA	-44.7333	169.25	Wanaka	Wanaka	New Zealand	NZ		+12.0	2545	1143
SZS	-47.0	167.8666	Stewart Island	Stewart Island	New Zealand	NZ		+12.0		1
KBZ	-42.425	173.6052	Kaikoura	Kaikoura	New Zealand	NZ		+12.0	1800	19
GBS	-36.1833	175.3333	Port Fitzroy	Port Fitzroy	New Zealand	NZ		+12.0		
ALR	-45.2166	169.3666	Alexandra	Alexandra	New Zealand	NZ		+12.0	5000	752
MHB	-36.9666	174.9166	Mechanics Bay	Auckland	New Zealand	NZ		+12.0		1
GTN	-43.9016	170.1183	Glentanner	Mount Cook	New Zealand	NZ		+12.0	2215	1820
WHO	-43.3	170.0166	Franz Josef	Franz Josef	New Zealand	NZ		+12.0	3125	450
TUO	-38.6833	176.0833	Taupo	Taupo	New Zealand	NZ		+12.0		
KTF	-40.85	172.8	Takaka	Takaka	New Zealand	NZ		+12.0		
HLZ	-37.8666	175.3333	Hamilton	Hamilton	New Zealand	NZ		+12.0	5600	172
TMZ	-37.0	175.6666	Thames	Thames	New Zealand	NZ		+12.0		
CHC	-43.4888	172.5333	Christchurch International	Christchurch	New Zealand	NZ		+12.0	10785	123
DGR	-35.9397	173.8936	Dargaville	Dargaville	New Zealand	NZ		+12.0	2674	6
WSZ	-41.738	171.5766	Westport	Westport	New Zealand	NZ		+12.0	4200	13
MZP	-41.1166	173.0	Motueka	Motueka	New Zealand	NZ		+12.0	2500	38
WAG	-39.9666	175.0166	Wanganui	Wanganui	New Zealand	NZ		+12.0	4500	28
WTZ	-36.8333	175.7	Whitianga	Whitianga	New Zealand	NZ		+12.0	4635	12
MFN	-44.6166	167.9333	Milford Sound	Milford Sound	New Zealand	NZ		+12.0	2600	10
NPE	-39.4658	176.87	Hawkes Bay	Napier/Hastings	New Zealand	NZ		+12.0	4298	4
WHK	-37.9333	176.9333	Whakatane	Whakatane	New Zealand	NZ		+12.0	4200	20
CMV	-36.75	175.5	Coromandel	Coromandel	New Zealand	NZ		+12.0	2100	13
BHE	-41.5183	173.8702	Woodbourne Air Station	Blenheim	New Zealand	NZ		+12.0	4675	118
KIV	46.9288	28.9266	International Airport Chisinau	Chisinau	Moldova	MD		+2.0	11779	399
BZY	47.838	27.7813	Beltsy	Beltsy	Moldova	MD		+2.0	7245	758
KUT	42.1766	42.4825	Kopitnari	Kutaisi	Georgia	GE		+3.0	8202	223
SUI	42.8666	41.1166	Babusheri	Sukhumi	Georgia	GE		-2.0		
BUS	41.6102	41.5997	Batum	Batumi	Georgia	GE		-2.0	7325	105
TBS	41.6738	44.8955	Lochini (Novo Alexeyevka)	Tbilisi	Georgia	GE		+3.0	9843	1624
GLK	6.85	47.2666	Galcaio	Galcaio	Somalia	SO		-3.0	9660	975
ALU	11.8833	50.6666	Alula	Alula	Somalia	SO		-3.0	4280	6
ERA	10.6333	47.3666	Erigavo	Erigavo	Somalia	SO		+3.0	4000	6100
GGR	8.4166	48.4833	Garoe	Garoe	Somalia	SO		-3.0	5200	1752
KMU	-0.4166	42.8416	Kismayu	Kismayu	Somalia	SO		-3.0	12140	150
LKR	11.15	48.2	Las Khoreh	Las Khoreh	Somalia	SO		-3.0	3500	20
CMS	10.5	50.4583	Scusciuban	Scusciuban	Somalia	SO		-3.0	7670	1020
LGX	3.8	42.05	Lugh Ganane	Lugh Ganane	Somalia	SO		+3.0	3937	540
BIB	3.0666	43.8	Baidoa	Baidoa	Somalia	SO		-3.0	10007	1520
CMO	5.3666	48.5166	Obbia	Obbia	Somalia	SO		-3.0	3600	65
BBO	10.4166	45.0166	Berbera	Berbera	Somalia	SO		-3.0	13615	30
GBM	3.3333	42.1833	Garbaharey	Garbaharey	Somalia	SO		-3.0	3100	755
BSY	2.35	42.3333	Bardera	Bardera	Somalia	SO		-3.0	5100	600
CXN	11.8333	49.9583	Candala	Candala	Somalia	SO		-3.0	3600	9
HCM	8.0	49.925	Eil	Eil	Somalia	SO		-3.0	3400	985
BSA	11.2833	49.1833	Bossaso	Bossaso	Somalia	SO		+3.0	3477	6
BUO	9.5166	45.5666	Burao	Burao	Somalia	SO		-3.0	7875	3400
MGQ	2.0144	45.3047	Mogadishu International Airport	Mogadishu	Somalia	SO		+3.0	9900	27
BXX	9.9333	43.15	Borama International	Borama	Somalia	SO		+3.0		
GSR	9.5166	49.0833	Gardo	Gardo	Somalia	SO		-3.0	5250	2632
HGA	9.4833	44.1	Hargeisa	Hargeisa	Somalia	SO		+3.0	7480	4423
BOJ	42.5666	27.5	Bourgas	Bourgas	Bulgaria	BG		-2.0	8530	121
GOZ	43.1513	25.7127	Gorna Oriahovitsa	Gorna Oriahovitsa	Bulgaria	BG		+2.0		
KDG	42.1022	25.2186	Kardjali	Kardjali	Bulgaria	BG		-2.0		
PDV	42.0677	24.8508	Plovdiv	Plovdiv	Bulgaria	BG		+2.0	8202	597
SLS	44.0166	27.1833	Silistra	Silistra	Bulgaria	BG		-2.0		
HKV	41.9666	25.5	Haskovo	Haskovo	Bulgaria	BG		-2.0		
TGV	11.9177	-1.6566	Targovishte	Targovishte	Bulgaria	BG		+0.0		
ROU	43.8333	25.9833	Rousse	Rousse	Bulgaria	BG		-2.0		
JAM	42.5166	26.4833	Jambol	Jambol	Bulgaria	BG		-2.0		
SZR	42.4333	25.6166	Stara Zagora	Stara Zagora	Bulgaria	BG		-2.0		
SOF	42.7	23.4	Sofia	Sofia	Bulgaria	BG		-2.0	9186	1742
VAR	43.2325	27.8255	Varna	Varna	Bulgaria	BG		+2.0	8202	230
VID	43.9833	22.8166	Vidin	Vidin	Bulgaria	BG		-2.0		
STX	17.7016	-64.8016	Henry E Rohlsen	Christiansted, St Croix	Virgin Islands (U.S.)	VI		-4.0	10004	74
SKB	17.3111	-62.7186	Robert L Bradshaw International	Basseterre, St. Kitts Island	Saint Kitts And Nevis	KN		-4.0	7602	170
NEV	17.2055	-62.59	Vance Winkworth Amory International	Nevis	Saint Kitts And Nevis	KN		-4.0	3000	20
GCM	19.2927	-81.3577	Owen Roberts International	Georgetown	Cayman Islands	KY		-5.0	7000	8
LYB	19.6666	-80.0833	Little Cayman	Little Cayman	Cayman Islands	KY		+5.0	3311	4
CYB	19.7166	-79.825	Gerrard-Smith	Cayman Brac Is	Cayman Islands	KY		+5.0	5800	7
JIB	11.55	43.1666	Ambouli	Djibouti	Djibouti	DJ		-3.0	10302	49
AII	11.15	42.7166	Alisabieh	Alisabieh	Djibouti	DJ		-3.0	3280	2325
TDJ	11.7852	42.8844	Tadjoura	Tadjoura	Djibouti	DJ		+0.0		
OBC	11.9166	43.25	Obock	Obock	Djibouti	DJ		-3.0	4560	69
MHI	11.3333	43.0166	Musha	Musha	Djibouti	DJ		-3.0	2050	40
XWW	48.25	16.4166	Westbahnhof Rail	Vienna	Austria	AT		+0.0		
QLX	47.483	9.733	Lauterach	Lauterach	Austria	AT		+0.0		
KLU	46.6449	14.3266	Alpe Adria	Klagenfurt	Austria	AT		-1.0	8924	1470
ZRS	0.0	0.0	Flexenpass Heliport	Zurs/Lech	Austria	AT		+0.0		
GRZ	47.0666	15.45	Thalerhof	Graz	Austria	AT		-1.0	9055	1115
VIE	48.1102	16.5697	Schwechat International	Vienna	Austria	AT		+1.0	11811	600
XJS	47.5433	10.7088	Kitzbuehl Railway	Kitzbuehl	Austria	AT		+0.0		
VDD	48.25	16.4166	Vienna Danubepier Hov	Vienna	Austria	AT		+0.0		
ANT	0.0	0.0	St Anton	St Anton	Austria	AT		+0.0		
INN	47.2666	11.35	Innsbruck-kranebitten	Innsbruck	Austria	AT		+1.0	6560	1906
HOH	47.3841	9.7	Hohenems-Dornbirn	Hohenems	Austria	AT		+1.0	2066	1352
SZG	47.7933	13.0044	W. A. Mozart	Salzburg	Austria	AT		+1.0	9022	1411
XWC	48.25	16.4166	Suedbahnhof Rail	Vienna	Austria	AT		+0.0		
LNZ	48.3	14.3	Blue Danube	Linz	Austria	AT		-1.0	9219	978
UNE	-30.1	28.7	Qachas Nek	Qachas Nek	Lesotho	LS		-2.0	2700	6102
SOK	-29.1666	28.0666	Semongkong	Semongkong	Lesotho	LS		-2.0	2600	7201
LES	-29.8	28.1333	Lesobeng	Lesobeng	Lesotho	LS		-2.0	1447	7130
MSU	-29.4666	27.5	Moshoeshoe Intl	Maseru	Lesotho	LS		-2.0	4500	5105
MFC	-29.8	27.25	Mafeteng	Mafeteng	Lesotho	LS		-2.0	2600	5298
LRB	-28.9666	28.0	Leribe	Leribe	Lesotho	LS		-2.0	4500	5348
NKU	-29.9333	28.4333	Nkaus	Nkaus	Lesotho	LS		-2.0	2100	5627
TKO	-29.2333	28.9666	Tlokoeng	Tlokoeng	Lesotho	LS		+0.0		
UTG	-30.5	27.6	Quthing	Quthing	Lesotho	LS		-2.0	2140	5348
SHZ	-30.5833	28.0	Seshutes	Seshutes	Lesotho	LS		-2.0	2297	7000
LEF	-29.7833	28.5833	Lebakeng	Lebakeng	Lesotho	LS		-2.0	1407	6000
SKQ	-29.9666	28.45	Sekakes	Sekakes	Lesotho	LS		-2.0	2180	5699
SHK	-29.9	28.25	Sehonghong	Sehonghong	Lesotho	LS		-2.0	4757	6499
PEL	-30.55	27.9166	Pelaneng	Pelaneng	Lesotho	LS		-2.0	1913	7200
MKH	-29.3666	29.0333	Mokhotlong	Mokhotlong	Lesotho	LS		-2.0	2660	7200
MSG	-29.7333	28.75	Matsaile	Matsaile	Lesotho	LS		-2.0	1680	6250
THB	-29.05	28.7166	Thaba-Tseka	Thaba-Tseka	Lesotho	LS		+0.0		
AKF	24.2	23.3166	Kufrah	Kufrah	Libya	LY		-2.0	12007	1367
GHT	24.9666	10.1666	Ghat	Ghat	Libya	LY		-2.0	5500	2175
NFR	29.2	21.3833	Nafoora	Nafoora	Libya	LY		+0.0		
QUB	26.6	12.7688	Ubari	Ubari	Libya	LY		-2.0	9448	1394
BCQ	-22.7833	17.4666	Brack	Brack	Libya	LY		+0.0		
QMQ	25.9044	13.8972	Murzuq	Murzuq	Libya	LY		+0.0		
SEB	26.9869	14.4725	Sebha	Sebha	Libya	LY		+2.0	11877	1427
MJI	32.9	13.2833	Mitiga	Mitiga	Libya	LY		+0.0		
SRX	31.2	16.5833	Sert	Sert	Libya	LY		-2.0	9250	40
BEN	32.1166	20.0666	Benina Intl	Benghazi	Libya	LY		-2.0	11800	433
LMQ	30.5	19.1666	Marsa Brega	Marsa Brega	Libya	LY		-2.0	5250	10
TOB	32.0836	23.9763	Tobruk	Tobruk	Libya	LY		+0.0		
TIP	32.6694	13.1566	International	Tripoli	Libya	LY		+0.0	11	263
LTD	30.1666	9.5	Ghadames	Ghadames	Libya	LY		-2.0	5740	1070
LAQ	30.1666	21.6666	La Braq	Beida	Libya	LY		-2.0	11981	2157
HUQ	29.05	15.9333	Houn	Houn	Libya	LY		-2.0	5890	837
DNF	32.55	22.7666	Martuba	Derna	Libya	LY		-2.0	11860	1235
MRA	32.3333	15.0666	Misurata	Misurata	Libya	LY		-2.0	10980	60
STT	18.3372	-64.9733	Cyril E King Airport	Charlotte Amalie, St Thomas	Virgin Islands, US	VI		-4.0	7000	23
LPX	56.5166	21.1	Liepaja	Liepaja	Latvia	LV		+2.0	6568	16
RIX	56.9236	23.9711	Riga International	Riga	Latvia	LV		+2.0	8366	34
VTS	57.3577	21.5438	Ventspils International Airport	Ventspils	Latvia	LV		+0.0	4259	19
DGP	55.9333	29.6833	Daugavpils	Daugavpils	Latvia	LV		+2.0		
BTS	48.1666	17.2166	M. R. tefánika	Bratislava	Slovakia	SK		-1.0	9514	433
SLD	48.6333	19.1333	Sliac	Sliac	Slovakia	SK		+1.0	2400	1033
OSS	40.6088	72.7933	Osh International Airport	Osh	Kyrgyzstan	KG		+5.0	8576	2927
FRU	43.0613	74.4775	Manas (Bishkek)	Bishkek	Kyrgyzstan	KG		+6.0	13780	2058
ASI	-7.9697	-14.3936	Wideawake Field	Georgetown, Ascension Island	St. Helena	SH		+0.0		
WGF	-29.0666	27.7333	Off Line Point	Manama	Bahrain	BH		+0.0		
BAH	26.0	50.5	Bahrain International	Manama	Bahrain	BH		+3.0	13002	6
GBQ	26.2572	50.6119	Muharraq	Muharraq	Bahrain	BH		+0.0		
MQV	35.9088	0.1494	Mostaganem	Mostaganem	Algeria	DZ		+1.0		732
HME	31.6666	6.15	Oued Irara Apt	Hassi Messaoud	Algeria	DZ		-1.0	8530	463
MUW	35.2077	0.1472	Mascara-Ghriss	Mascara-Ghriss	Algeria	DZ		+1.0	5577	1686
CZL	36.2852	6.6191	Ain El Bey	Constantine	Algeria	DZ		-1.0	9842	2303
GHA	32.3833	3.8166	Noumerate	Ghardaia	Algeria	DZ		-1.0	10171	1512
TMR	37.0636	6.5275	Aguemar	Tamanrasset	Algeria	DZ		+0.0	3600	1377
TGR	33.1	6.0666	Touggourt	Touggourt	Algeria	DZ		+0.0		
GJL	36.8	5.8833	Jijel	Jijel	Algeria	DZ		-1.0	4593	33
BJA	36.75	5.0833	Bejaia	Bejaia	Algeria	DZ		-1.0	7874	20
DJG	24.45	9.5	Inedbirenne	Djanet	Algeria	DZ		-1.0	8530	3291
VVZ	26.4833	8.4666	Illizi	Illizi	Algeria	DZ		-1.0	5889	1778
BFW	29.25	-0.05	Sidi Belabbes	Sidi Belabbes	Algeria	DZ		+0.0		
SKI	36.8694	6.95	Skikda	Skikda	Algeria	DZ		-1.0	4413	26
TAF	35.7166	-0.7166	Tafaraoui	Oran	Algeria	DZ		-1.0	8989	367
AZR	27.8833	-0.2833	Adrar	Adrar	Algeria	DZ		-1.0	9843	915
TLM	34.8783	-1.315	Zenata	Tlemcen	Algeria	DZ		+0.0		
QSF	36.1913	5.4094	Setif	Setif	Algeria	DZ		+0.0		
ELG	30.5713	2.8597	Djamet	El Golea	Algeria	DZ		+1.0	5905	1312
CBH	31.65	-2.25	Leger	Bechar	Algeria	DZ		-1.0	10064	2661
OGX	31.9166	5.4	Ain Beida	Ouargla	Algeria	DZ		-1.0	9843	492
TMX	29.25	-0.25	Timimoun	Timimoun	Algeria	DZ		+0.0		
ORN	35.6166	-0.6166	Es Senia	Oran	Algeria	DZ		-1.0	9843	295
TEE	0.0	0.0	Tbessa	Tbessa	Algeria	DZ		+0.0		
TIN	27.7002	-8.1672	Tindouf	Tindouf	Algeria	DZ		+1.0	9840	1453
ALG	36.7833	3.05	Houari Boumediene	Algiers	Algeria	DZ		-1.0	11483	82
MZW	33.55	-0.2833	Mechria	Mechria	Algeria	DZ		+0.0		
INZ	27.25	2.5166	In Salah	In Salah	Algeria	DZ		-1.0	7874	883
KDF	7.8	15.65	Kouba	Kouba	Algeria	DZ		+0.0		
INF	19.5666	5.75	Newark Liberty International	In Guezzam	Algeria	DZ		+1.0	7218	1312
BSK	34.8	5.7333	Biskra	Biskra	Algeria	DZ		-1.0	9514	285
GBB	26.15	-7.35	Gara Djebilet	Gara Djebilet	Algeria	DZ		-1.0		
TID	14.1	-16.4833	Bouchekif Abde Al-hafidh Boussof	Tiaret	Algeria	DZ		+0.0	500	
LOO	33.7644	2.9283	Laghouat	Laghouat	Algeria	DZ		+1.0	12486	2510
ELU	33.5166	6.7833	Guemar	El Oued	Algeria	DZ		-1.0	9843	208
AAE	36.8333	8.0	Les Salines	Annaba	Algeria	DZ		-1.0	9843	16
BLJ	35.55	6.1666	Batna	Batna	Algeria	DZ		-1.0	4921	3445
